scenario_key,age,premium_term_number,premium_term_label,income_start_year,income_start_age,valid,blockers,notes,estimation_method,source_pdf_count,source_ages,source_labels,annualised_premium_basis,min_annualised_premium,max_annualised_premium,total_planned_premium,target_monthly_income,annualised_income,monthly_income_per_100k_annualised_premium,annualised_income_per_100k_annualised_premium,annual_income_rate_per_total_premium_pct,projection_years,maturity_age,projection_truncated,projection_end_age,current_illustrated_yield_pct_pa,guaranteed_illustrated_yield_pct_pa,total_distribution_cost_pct,final_net_irr_pct,reference_year,reference_age,reference_surrender_value,reference_policy_value,reference_cumulative_income,reference_total_benefits,total_projected_income,final_surrender_value,final_death_benefit,total_benefits_at_projection,net_illustrated_yield_pct_pa,index_account_assumption_pct_pa,blended_drag_vs_index_assumption_pct,face_amount_estimate,total_premium_charge_estimate,total_policy_fee_estimate,total_admin_fee_estimate,total_fee_estimate,policy_value_booster_estimate,net_fees_after_booster,effect_of_deductions,y1_policy_value,y1_surrender_value,y1_death_benefit,income_start_annual_income,income_start_cumulative_income,income_start_surrender_value,y10_annual_income,y10_cumulative_income,y10_surrender_value,y20_annual_income,y20_cumulative_income,y20_surrender_value,y40_annual_income,y40_cumulative_income,y40_surrender_value,final_policy_year,final_age
AGE32_3PAY_PY10,32,3,3 Years,10,42,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,3,46; 56,A46 2 Years / PY10; A56 4 Years / PY9; A56 4 Years / PY14,100000,33333.33,55333333.33,300000,1591.88125,19102.575,1591.88125,19102.575,6.367525,79,125,true,111,4.732,-1.295,10.32,4.901277,40,72,399317.33,399317.33,660352.5,1059669.83,1562312.78,400789.95,400789.95,1963102.73,4.732,6.35,1.618,300000,22500,189749.97,108821.65,321071.62,105120,215951.62,2019661.13,101891.25,53891.25,118125,19102.58,19102.58,341212.58,19102.58,19102.58,341212.58,19703.03,215984.4,360025.2,23079.23,660352.5,399317.33,79,111
AGE32_3PAY_PY11,32,3,3 Years,11,43,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,4,46; 56,A46 2 Years / PY4; A46 2 Years / PY10; A56 4 Years / PY9; A56 4 Years / PY14,100000,33333.33,55333333.33,300000,1680.897917,20170.775,1680.897917,20170.775,6.723592,79,125,true,111,4.7715,-1.295,10.32,4.920869,40,72,418365.15,418365.15,673613.05,1091978.2,1618585.2,419906.65,419906.65,2038491.85,4.7715,6.35,1.5785,300000,22500,189749.97,113614.03,325864,105120,220744,1987954.63,101891.25,53891.25,118125,20170.78,20170.78,365176.73,0,0,353538.53,20801.17,207254.63,379031.9,24179.68,673613.05,418365.15,79,111
AGE32_3PAY_PY12,32,3,3 Years,12,44,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,4,46; 56,A46 2 Years / PY4; A46 2 Years / PY10; A56 4 Years / PY9; A56 4 Years / PY14,100000,33333.33,55333333.33,300000,1769.914583,21238.975,1769.914583,21238.975,7.079658,79,125,true,111,4.811,-1.295,10.32,4.929969,40,72,437412.97,437412.97,684670,1122082.97,1672646.77,439023.35,439023.35,2111670.12,4.811,6.35,1.539,300000,22500,189749.97,118406.41,330656.38,105120,225536.38,1956248.13,101891.25,53891.25,118125,21238.97,21238.97,386300.22,0,0,365864.47,21898.85,196325.55,398038.6,25279.72,684670,437412.97,79,111
AGE32_3PAY_PY13,32,3,3 Years,13,45,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,4,46; 56,A46 2 Years / PY4; A46 2 Years / PY10; A56 4 Years / PY9; A56 4 Years / PY14,100000,33333.33,55333333.33,300000,1858.93125,22307.175,1858.93125,22307.175,7.435725,79,125,true,111,4.8505,-1.295,10.32,4.930305,40,72,456460.8,456460.8,693523.95,1149984.75,1724498.25,458140.05,458140.05,2182638.3,4.8505,6.35,1.4995,300000,22500,189749.97,123198.79,335448.76,105120,230328.76,1924541.63,101891.25,53891.25,118125,22307.17,22307.17,412604.78,0,0,378190.42,22996.87,183197.85,417045.3,26380.87,693523.95,456460.8,79,111
AGE32_3PAY_PY14,32,3,3 Years,14,46,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 14 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,3,46; 56,A46 2 Years / PY4; A46 2 Years / PY10; A56 4 Years / PY14,100000,33333.33,55333333.33,300000,1907.71875,22892.625,1907.71875,22892.625,7.630875,79,125,true,111,4.8675,-1.295,10.32,4.857091,40,72,466898.63,466898.63,685086.38,1151985,1739574.75,468610.5,468610.5,2208185.25,4.8675,6.35,1.4825,300000,22500,189749.97,125749.56,337999.53,105120,232879.53,1908663.75,101891.25,53891.25,118125,22892.63,22892.63,423819,0,0,381935.63,23596.88,164404.88,427460.63,26982,685086.38,466898.63,79,111
AGE32_3PAY_PY15,32,3,3 Years,15,47,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 15 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,4,46; 56,A46 2 Years / PY4; A46 2 Years / PY10; A56 4 Years / PY3; A56 4 Years / PY14,100000,33333.33,55333333.33,300000,1992.161932,23905.943182,1992.161932,23905.943182,7.968648,79,125,true,111,4.886136,-1.295,10.32,4.774162,40,72,475046.25,475046.25,672773.9,1147820.15,1745595.27,476783.63,476783.63,2222378.9,4.886136,6.35,1.463864,300000,22500,189749.97,127800.76,340050.73,105120,234930.73,1895071.77,101891.25,53891.25,118125,23905.94,23905.94,432494.83,0,0,387030.17,24064.47,144387.41,435590.69,27450.37,672773.9,475046.25,79,111
AGE32_3PAY_PY16,32,3,3 Years,16,48,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 16 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,4,46; 56,A46 2 Years / PY4; A46 2 Years / PY10; A56 4 Years / PY3; A56 4 Years / PY14,100000,33333.33,55333333.33,300000,2076.605114,24919.261364,2076.605114,24919.261364,8.30642,79,125,true,111,4.904773,-1.295,10.32,4.694741,40,72,483193.88,483193.88,659521.3,1142715.17,1750672.6,484956.75,484956.75,2235629.35,4.904773,6.35,1.445227,300000,22500,189749.97,129851.96,342101.93,105120,236981.93,1881479.8,101891.25,53891.25,118125,24919.26,24919.26,441030.61,0,0,392124.72,24531.92,123431.39,443720.76,27920.08,659521.3,483193.88,79,111
AGE32_3PAY_PY17,32,3,3 Years,17,49,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 17 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,4,46; 56,A46 2 Years / PY4; A46 2 Years / PY10; A56 4 Years / PY3; A56 4 Years / PY14,100000,33333.33,55333333.33,300000,2161.048295,25932.579545,2161.048295,25932.579545,8.644193,79,125,true,111,4.923409,-1.295,10.32,4.618528,40,72,491341.5,491341.5,645327.14,1136668.64,1754806.06,493129.88,493129.88,2247935.93,4.923409,6.35,1.426591,300000,22500,189749.97,131903.16,344153.13,105120,239033.13,1867887.82,101891.25,53891.25,118125,25932.58,25932.58,450006.2,0,0,397219.26,25000.98,101537.01,451850.83,28404.61,645327.14,491341.5,79,111
AGE32_3PAY_PY18,32,3,3 Years,18,50,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 18 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,4,46; 56,A46 2 Years / PY4; A46 2 Years / PY10; A56 4 Years / PY3; A56 4 Years / PY14,100000,33333.33,55333333.33,300000,2245.491477,26945.897727,2245.491477,26945.897727,8.981966,79,125,true,111,4.942045,-1.295,10.32,4.545256,40,72,499489.13,499489.13,630171.61,1129660.74,1757995.84,501303,501303,2259298.84,4.942045,6.35,1.407955,300000,22500,189749.97,133954.35,346204.32,105120,241084.32,1854295.84,101891.25,53891.25,118125,26945.9,26945.9,458675.93,0,0,402313.81,25490.56,78702.55,459980.9,29489.32,630171.61,499489.13,79,111
AGE32_3PAY_PY19,32,3,3 Years,19,51,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 19 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,4,46; 56,A46 2 Years / PY4; A46 2 Years / PY10; A56 4 Years / PY3; A56 4 Years / PY14,100000,33333.33,55333333.33,300000,2329.934659,27959.215909,2329.934659,27959.215909,9.319739,79,125,true,111,4.960682,-1.295,10.32,4.474689,40,72,507636.75,507636.75,613308.68,1120945.43,1760240.62,509476.13,509476.13,2269716.75,4.960682,6.35,1.389318,300000,22500,189749.97,136005.55,348255.52,105120,243135.52,1840703.86,101891.25,53891.25,118125,27959.22,27959.22,467698.7,0,0,407408.35,26942.49,54901.7,468110.97,30912.1,613308.68,507636.75,79,111
AGE32_3PAY_PY20,32,3,3 Years,20,52,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 20 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,4,46; 56,A46 2 Years / PY4; A46 2 Years / PY10; A56 4 Years / PY3; A56 4 Years / PY14,100000,33333.33,55333333.33,300000,2372.15625,28465.875,2372.15625,28465.875,9.488625,79,125,true,111,4.97,-1.295,10.32,4.381724,40,72,511710.56,511710.56,588398.44,1100109,1746171.56,513562.69,513562.69,2259734.25,4.97,6.35,1.38,300000,22500,189749.97,137031.15,349281.12,105120,244161.12,1833907.88,101891.25,53891.25,118125,28465.88,28465.88,472176,0,0,409955.63,28465.88,28465.88,472176,31220.25,588398.44,511710.56,79,111
AGE32_3PAY_PY21,32,3,3 Years,21,53,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 21 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,4,46; 56,A46 2 Years / PY4; A46 2 Years / PY10; A56 4 Years / PY3; A56 4 Years / PY14,100000,33333.33,55333333.33,300000,2372.15625,28465.875,2372.15625,28465.875,9.488625,79,125,true,111,4.97,-1.295,10.32,4.269121,40,72,511710.56,511710.56,557178.19,1068888.75,1716498.38,513562.69,513562.69,2230061.06,4.97,6.35,1.38,300000,22500,189749.97,137031.15,349281.12,105120,244161.12,1833907.88,101891.25,53891.25,118125,28465.88,28465.88,472851.75,0,0,409955.63,0,0,472176,31217.25,557178.19,511710.56,79,111
AGE32_4PAY_PY3,32,4,4 Years,3,35,true,,"Selected age is estimated from source age 56 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,56,A56 4 Years / PY3,100000,25000,41500000,400000,102.416667,1229,102.416667,1229,0.30725,69,125,true,101,4.42,-1.31,10.32,4.599411,40,72,391134,391134,731989,1123123,1388624,392359,392359,1780983,4.42,6.35,1.93,400000,29000,252999.96,93490.11,375490.07,140160,235330.07,2842439,87104,23104,105000,1229,1229,220000,18092,121570,323005,18122,302655,339048,22606,731989,391134,69,101
AGE32_4PAY_PY4,32,4,4 Years,4,36,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,56,A56 4 Years / PY3; A56 4 Years / PY9,100000,25000,41500000,400000,406.833333,4882,406.833333,4882,1.2205,69,125,true,101,4.46,-1.31,10.32,4.67278,40,72,407771.67,407771.67,753174,1160945.67,1437747.33,409048.83,409048.83,1846796.17,4.46,6.35,1.89,400000,29000,252999.96,97248.98,379248.94,140160,239088.94,2811273.5,87104,23104,105000,4882,4882,320218.67,19051,113938,339589,19082,304619,355649.83,23568.5,753174,407771.67,69,101
AGE32_4PAY_PY5,32,4,4 Years,5,37,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,56,A56 4 Years / PY3; A56 4 Years / PY9,100000,25000,41500000,400000,711.25,8535,711.25,8535,2.13375,69,125,true,101,4.5,-1.31,10.32,4.727517,40,72,424409.33,424409.33,772432,1196841.33,1484943.67,425738.67,425738.67,1910682.33,4.5,6.35,1.85,400000,29000,252999.96,101007.84,383007.8,140160,242847.8,2780108,87104,23104,105000,8535,8535,325001.33,20009.67,104385,356173,20042,304660,372251.67,24530,772432,424409.33,69,101
AGE32_4PAY_PY6,32,4,4 Years,6,38,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,56,A56 4 Years / PY3; A56 4 Years / PY9,100000,25000,41500000,400000,1015.666667,12188,1015.666667,12188,3.047,69,125,true,101,4.54,-1.31,10.32,4.766071,40,72,441047,441047,789764,1230811,1530211,442428.5,442428.5,1972639.5,4.54,6.35,1.81,400000,29000,252999.96,104766.71,386766.67,140160,246606.67,2748942.5,87104,23104,105000,12188,12188,334932,20968.5,92911.5,372757,21001.5,302778,388853.5,25492,789764,441047,69,101
AGE32_4PAY_PY7,32,4,4 Years,7,39,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,56,A56 4 Years / PY3; A56 4 Years / PY9,100000,25000,41500000,400000,1320.083333,15841,1320.083333,15841,3.96025,69,125,true,101,4.58,-1.31,10.32,4.79072,40,72,457684.67,457684.67,805169.67,1262854.33,1573548.67,459118.33,459118.33,2032667,4.58,6.35,1.77,400000,29000,252999.96,108525.58,390525.54,140160,250365.54,2717777,87104,23104,105000,15841,15841,350642,21925,79517.33,389341,21961.33,298973.67,405455.33,26453.33,805169.67,457684.67,69,101
AGE32_4PAY_PY8,32,4,4 Years,8,40,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,56,A56 4 Years / PY3; A56 4 Years / PY9,100000,25000,41500000,400000,1624.5,19494,1624.5,19494,4.8735,69,125,true,101,4.62,-1.31,10.32,4.803527,40,72,474322.33,474322.33,818649.67,1292972,1614955,475808.17,475808.17,2090763.17,4.62,6.35,1.73,400000,29000,252999.96,112284.44,394284.4,140160,254124.4,2686611.5,87104,23104,105000,19494,19494,386144.17,22855.17,64204.17,405925,22920.33,293246.67,422057.17,27414.83,818649.67,474322.33,69,101
AGE32_4PAY_PY9,32,4,4 Years,9,41,true,,"Selected age is estimated from source age 56 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,56,A56 4 Years / PY9,100000,25000,41500000,400000,1928.916667,23147,1928.916667,23147,5.78675,69,125,true,101,4.66,-1.31,10.32,4.80632,40,72,490960,490960,830204,1321164,1654429,492498,492498,2146927,4.66,6.35,1.69,400000,29000,252999.96,116043.31,398043.27,140160,257883.27,2655446,87104,23104,105000,23147,23147,410269,23823,46970,422509,23879,285598,438659,28376,830204,490960,69,101
AGE32_4PAY_PY10,32,4,4 Years,10,42,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,56,A56 4 Years / PY9; A56 4 Years / PY14,100000,25000,41500000,400000,2059.016667,24708.2,2059.016667,24708.2,6.17705,69,125,true,101,4.694,-1.31,10.32,4.868575,40,72,518794.2,518794.2,856126,1374920.2,1727091.4,520419.2,520419.2,2247510.6,4.694,6.35,1.656,400000,29000,252999.96,121840.19,403840.15,140160,263680.15,2613105,87104,23104,105000,24708.2,24708.2,432496.2,24708.2,24708.2,432496.2,25485.4,279366.4,466433.2,29984.6,856126,518794.2,69,101
AGE32_4PAY_PY11,32,4,4 Years,11,43,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,56,A56 4 Years / PY9; A56 4 Years / PY14,100000,25000,41500000,400000,2189.116667,26269.4,2189.116667,26269.4,6.56735,69,125,true,101,4.728,-1.31,10.32,4.913401,40,72,546628.4,546628.4,878826.8,1425455.2,1796528,548340.4,548340.4,2344868.4,4.728,6.35,1.622,400000,29000,252999.96,127637.08,409637.04,140160,269477.04,2570764,87104,23104,105000,26269.4,26269.4,463506.6,0,0,442483.4,27090.8,269919,494207.4,31593.8,878826.8,546628.4,69,101
AGE32_4PAY_PY12,32,4,4 Years,12,44,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,56,A56 4 Years / PY9; A56 4 Years / PY14,100000,25000,41500000,400000,2319.216667,27830.6,2319.216667,27830.6,6.95765,69,125,true,101,4.762,-1.31,10.32,4.943565,40,72,574462.6,574462.6,898306,1472768.6,1862737,576261.6,576261.6,2438998.6,4.762,6.35,1.588,400000,29000,252999.96,133433.97,415433.93,140160,275273.93,2528423,87104,23104,105000,27830.6,27830.6,496756.6,0,0,452470.6,28695.6,257256.8,521981.6,33202.6,898306,574462.6,69,101
AGE32_4PAY_PY13,32,4,4 Years,13,45,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,56,A56 4 Years / PY9; A56 4 Years / PY14,100000,25000,41500000,400000,2449.316667,29391.8,2449.316667,29391.8,7.34795,69,125,true,101,4.796,-1.31,10.32,4.961429,40,72,602296.8,602296.8,914564.2,1516861,1925716.6,604182.8,604182.8,2529899.4,4.796,6.35,1.554,400000,29000,252999.96,139230.86,421230.82,140160,281070.82,2486082,87104,23104,105000,29391.8,29391.8,543467.4,0,0,462457.8,30301,241380.6,549755.8,34811,914564.2,602296.8,69,101
AGE32_4PAY_PY14,32,4,4 Years,14,46,true,,"Selected age is estimated from source age 56 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,56,A56 4 Years / PY14,100000,25000,41500000,400000,2579.416667,30953,2579.416667,30953,7.73825,69,125,true,101,4.83,-1.31,10.32,4.968989,40,72,630131,630131,927602,1557733,1985465,632104,632104,2617569,4.83,6.35,1.52,400000,29000,252999.96,145027.74,427027.7,140160,286867.7,2443741,87104,23104,105000,30953,30953,572656,0,0,472445,31905,222290,577530,36419,927602,630131,69,101
AGE32_4PAY_PY15,32,4,4 Years,15,47,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,56,A56 4 Years / PY3; A56 4 Years / PY14,100000,25000,41500000,400000,2804.598485,33655.181818,2804.598485,33655.181818,8.413795,69,125,true,101,4.867273,-1.31,10.32,4.94344,40,72,651858,651858,930301.73,1582159.73,2024592.73,653899,653899,2678491.73,4.867273,6.35,1.482727,400000,29000,252999.96,149712.98,431712.94,140160,291552.94,2407495.73,87104,23104,105000,33655.18,33655.18,595071.55,0,0,486030.45,33156.91,199930.09,599210.18,37673,930301.73,651858,69,101
AGE32_4PAY_PY16,32,4,4 Years,16,48,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,56,A56 4 Years / PY3; A56 4 Years / PY14,100000,25000,41500000,400000,3029.780303,36357.363636,3029.780303,36357.363636,9.089341,69,125,true,101,4.904545,-1.31,10.32,4.913996,40,72,673585,673585,930489.45,1604074.45,2061200.45,675694,675694,2736894.45,4.904545,6.35,1.445455,400000,29000,252999.96,154398.22,436398.18,140160,296238.18,2371250.45,87104,23104,105000,36357.36,36357.36,617289.64,0,0,499615.91,34407.45,175062.36,620890.36,38927.55,930489.45,673585,69,101
AGE32_4PAY_PY17,32,4,4 Years,17,49,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,56,A56 4 Years / PY3; A56 4 Years / PY14,100000,25000,41500000,400000,3254.962121,39059.545455,3254.962121,39059.545455,9.764886,69,125,true,101,4.941818,-1.31,10.32,4.881356,40,72,695312,695312,928164.36,1623476.36,2095288.73,697489,697489,2792777.73,4.941818,6.35,1.408182,400000,29000,252999.96,159083.46,441083.42,140160,300923.42,2335005.18,87104,23104,105000,39059.55,39059.55,640096.55,0,0,513201.36,35660.27,147688.36,642570.55,40221.64,928164.36,695312,69,101
AGE32_4PAY_PY18,32,4,4 Years,18,50,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,56,A56 4 Years / PY3; A56 4 Years / PY14,100000,25000,41500000,400000,3480.143939,41761.727273,3480.143939,41761.727273,10.440432,69,125,true,101,4.979091,-1.31,10.32,4.846101,40,72,717039,717039,923273.64,1640312.64,2126858.09,719284,719284,2846142.09,4.979091,6.35,1.370909,400000,29000,252999.96,163768.7,445768.66,140160,305608.66,2298759.91,87104,23104,105000,41761.73,41761.73,662498.82,0,0,526786.82,36972.82,117805.45,664250.73,43045.18,923273.64,717039,69,101
